id,level_1,level_2,level_3,level_4,content,label
1124,商贸服务教文卫类（基础）—2016版,（七）应急管理,2、应急演练,1、定期组织应急演练。,没有定期组织应急演练。,0
1125,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,灭火器过期,0
1126,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,11、消防安全标志的设置情况和完好、有效情况；,灭火器乱放，未放置在指定区域,0
1127,商贸服务教文卫类（现场）—2016版,（一）消防检查,1、防火巡查,3、消防设施、器材和消防安全标志是否在位、完整。,灭火器充粉后，检查记录和标识未及时张贴。,0
1128,商贸服务教文卫类（现场）—2016版,（一）消防检查,2、防火检查,11、消防安全标志的设置情况和完好、有效情况。,早班发现应急照明灯脱落，已立即加固安装整改,0
1129,工业/危化品类（现场）—2016版,（四）作业环境,1、作业通道,"1、作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",作业通道上摆放货物,0
1130,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,2、安全疏散通道、疏散指示标志、应急照明和安全出口情况；,2、安全疏散通道、疏散指示标志、应急照明和安全出口情况；,1
1131,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,有效期已过，未及时维修,0
1132,商贸服务教文卫类（现场）—2016版,（四）场所环境,1、作业通道,"1、作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",整改前作业通道不畅通，整改后作业通道已畅通。,0
1133,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,二楼通道有几件货品超出黄线，已立即整改 ,0
1134,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,2、安全疏散通道、疏散指示标志、应急照明和安全出口情况；,消防通道放了东西,0
1135,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,每次生产加工时安全通道不畅通,0
1136,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,2、安全疏散通道、疏散指示标志、应急照明和安全出口情况；,检查安全疏散通道上有一辆拉货小车占用,0
1137,商贸服务教文卫类（现场）—2016版,（二）电气安全,3、电气线路及电源插头插座,4、插拔插头时，应保证电气设备和电气装置处于非工作状态，同时人体不得接触及插头的导电极，并避免对电源线施加外力。,工作人员下班前未能及时拔掉插头,0
1138,商贸服务教文卫类（基础）—2016版,（六）危险作业与风险管控,2、危险作业,1、凡涉及动火、高空、有限空间、密闭容器、起重、施工动土、临时用电等危险作业，应明确危险作业的申请、审批权限、职责和程序，办理作业票证；安排专门人员进行现场安全管理。,奥特莱斯更换广告牌未办理审批手续，现场要求停工，并补办了相关手续。,0
1139,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,6、其他消防安全情况。防火巡查人员应当及时纠正违章行为，妥善处置火灾危险，无法当场处置的，应当立即报告。发现初起火灾应当立即报警并及时扑救。,有一顾客加油时使用手机，现场管理人员已立即劝阻。,0
1140,商贸服务教文卫类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,没有应急灯,0
1141,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,6、其他消防安全情况。防火巡查人员应当及时纠正违章行为，妥善处置火灾危险，无法当场处置的，应当立即报告。发现初起火灾应当立即报警并及时扑救。,物料摆放占用消防通道,0
1142,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,有一应急灯破,0
1143,纯办公场所（现场）—2016版,（一）消防安全,3、建筑构件及装修,1、办公场所的吊顶、墙面等，不得采用可燃材料装修。,百麒宏商贸公司与凯智德公司之前隔墙损坏后及时督促更新,0
1144,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,宿舍通道安全指示牌损坏。消防栓通道堵。,0
1145,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,2、安全疏散通道、疏散指示标志、应急照明和安全出口情况；,货物堵塞消防通道。,0
1146,纯办公场所（现场）—2016版,（一）消防安全,1、灭火器材,2、灭火器应合理分布，固定摆放并定期校验。,没有定期校验。,0
1147,商贸服务教文卫类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况。,一楼壹时尚灭火器过期,0
1148,工业/危化品类（现场）—2016版,（三）机械设备安全防护,1、危险机械设备,1、冲、剪、压机械、木工机械、砂轮机、注塑机械、压痕机、粉碎机、抛光机等危险设备的安全防护装置完好齐全。,一楼冲压冲床缺失防护罩,0
1149,商贸服务教文卫类（现场）—2016版,（二）电气安全,2、配电箱（柜、板）,3、配电箱、开关箱内不得放置任何杂物，电器元件不可安装在可燃材料上。,开关箱内有异物,0
1150,商贸服务教文卫类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,c栋9楼安全疏散指示牌需固定,0
1151,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,灭火器及时更换，重新配置新的灭火器安全箱,0
1152,工业/危化品类（现场）—2016版,（二）电气安全,2、配电箱（柜、板）,3、配电箱、开关箱内不得放置任何杂物，电器元件不可安装在可燃材料上。,配电箱下方放了空胶箱，立即移走,0
1153,工业/危化品类（选项）—2016版,（二）仓库,2、照明要求,1、丙类仓库应使用小于60W的低功率的照明灯具，其发热部分应采取隔热设施，并应设置在通道正上方。,使用小于60W的低功率的照明灯具,1
1154,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,阻碍通道,0
1155,工业/危化品类（基础）—2016版,（二）主要负责人、分管负责人及管理人员履职情况,1、主要负责人履职情况,1、主要负责人依法履行安全生产管理职责（存在职业健康危害的单位需自查职业卫生履职情况）。,每年定期组织员工进行安全事故培训，今年还没落实到位，纠正措施：预计9月进行定期培训，落实到位,0
1156,商贸服务教文卫类（现场）—2016版,（四）场所环境,1、作业通道,"1、作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",我司安全巡查隔壁顺丰快递把正在充电的电动车停放到我公司的安全出口有安全隐患，立即通知物业管理处让他们整改！,0
1157,工业/危化品类（基础）—2016版,（六）警示标志与危险作业,2、危险作业,1、凡涉及动火、高空、有限空间、密闭容器、起重、施工动土、临时用电等危险作业，应明确危险作业的申请、审批权限、职责和程序，办理作业票证，安排专门人员进行现场安全管理。,空间堆积货物较多空间狭正在清理,0
1158,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,安全通道堵塞,0
1159,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,灭火器放在地上,0
1160,商贸服务教文卫类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,有一处应急照明灯不亮,0
1161,商贸服务教文卫类（基础）—2016版,（二）主要负责人、分管负责人及管理人员履职情况,3、安全管理机构和管理人员配备及履职情况,1、安全管理机构、安全管理人员配备及依法履行安全管理职责,学校新建的综合楼的自动火警报警装置没有专人负责。,0
1162,商贸服务教文卫类（基础）—2016版,（七）应急管理,2、应急演练,1、定期组织应急演练。,没有定期组织消防演练,0
1163,纯办公场所（现场）—2016版,（一）消防安全,2、消防通道,1、疏散通道无占用、堵塞、封闭等现象。安全出口不得上锁。,门口遮挡物多 目前已清除,0
1164,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,品检处消防通道上摆有货物，需立即移走,0
1165,商贸服务教文卫类（现场）—2016版,（二）电气安全,3、电气线路及电源插头插座,3、电源插座、电源插头应按规定正确接线。,线头没有归整好,0
1166,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,   ,1
1167,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,3、消防设施、器材和消防安全标志是否在位、完整；,消火栓玻璃门损坏,0
1168,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,仓库所有的安全出口灯与应急照明灯不亮（跳闸）,0
1169,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,3、消防设施、器材和消防安全标志是否在位、完整；,超压,0
1170,工业/危化品类（基础）—2016版,（七）应急管理,2、应急演练,1、定期组织应急演练。,消防演练,1
1171,工业/危化品类（现场）—2016版,（三）机械设备安全防护,2、人身防护,1、皮带轮、齿轮、凸轮、曲柄连杆机构等外露的转动和运动部件应有防护罩。,已整改，已配护罩,0
1172,纯办公场所（现场）—2016版,（一）消防安全,2、消防通道,1、疏散通道无占用、堵塞、封闭等现象。安全出口不得上锁。,消防通道有堆杂物，发现后已立即清楚。,0
1173,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,4楼有个灭火器气压不足,0
1174,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,有个别灭火器的检查不到位。,0
1175,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,数量不足，现已整改,0
1176,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,有2瓶过期灭火器,0
1177,工业/危化品类（基础）—2016版,（四）安全教育培训,1、员工安全教育及外来人员培训教育,1、制定并实施全员参与的安全教育培训计划，并建立档案。对外来施工、工作和参访人员进行安全教育和安全告知并建立档案。,安全教育培训档案不全，两天内补齐,0
1178,工业/危化品类（基础）—2016版,（五）安全管理档案,3、隐患排查记录,1、建立并保存事故隐患排查治理档案。,机器未做检查保养记录卡，需落实每周机器检查维修保养记录登记。,0
1179,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,10、防火巡查情况；,一栋3楼C区，3FC-1测试段排插未固定，直接放置于地面使用，以防触电，存在很大的安全隐患。,0
1180,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,4、常闭式防火门是否处于关闭状态，防火卷帘下是否堆放物品影响使用；,安全出口灯异常（不亮）。,0
1181,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,消防柱有杂物档住,0
1182,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,2、安全疏散通道、疏散指示标志、应急照明和安全出口情况；,电箱标示掉落，应急灯有损坏,0
1183,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,有1PCS灭火器保险插梢遗失，要求更换灭火器,0
1184,商贸服务教文卫类（现场）—2016版,（一）消防检查,2、防火检查,3、消防车通道、消防水源情况。,消防通道有业主放置杂物,0
1185,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,车间安全通道不畅通,0
1186,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,灭火器材有个别没有保养记录表，已填写，已整改,0
1187,工业/危化品类（现场）—2016版,（二）电气安全,2、配电箱（柜、板）,3、配电箱、开关箱内不得放置任何杂物，电器元件不可安装在可燃材料上。,配电箱、开关箱内未放置任何杂物，但配电开关箱下方放置有杂物。,0
1188,工业/危化品类（现场）—2016版,（三）机械设备安全防护,1、危险机械设备,1、冲、剪、压机械、木工机械、砂轮机、注塑机械、压痕机、粉碎机、抛光机等危险设备的安全防护装置完好齐全。,车床操作无防护罩，不符合危险设备的安全，需整改,0
1189,纯办公场所（现场）—2016版,（二）电气安全,1、配电箱（柜、板）,4、配电箱、电源插座回路、移动电源插座、低于2.4m照明灯具开关需安装漏电保护器。,B区3楼一单元的一个插座存在“一拖 N”情况，已整改。,0
1190,商贸服务教文卫类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,大一班班级门口应急灯坏了,0
1191,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,灭火器材配置及有效情况；,1
1192,工业/危化品类（现场）—2016版,（四）作业环境,1、作业通道,"1、作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",作业通道内有临时堆放杂物,0
1193,商贸服务教文卫类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,发现一个应急灯坏了，已更换,0
1194,商贸服务教文卫类（现场）—2016版,（一）消防检查,2、防火检查,2、安全疏散通道、疏散指示标志、应急照明和安全出口情况。,已整改,1
1195,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,10、防火巡查情况；,货物堆放不整齐，容易堵塞通道,0
1196,工业/危化品类（现场）—2016版,（二）电气安全,1、配电房,1、配电室的门、窗关闭应密合；门应向外开启，但通向高压配电室的门应为双向开启门。与室外相通的洞、通风孔应设防止鼠、蛇类等小动物进入安全防护措施（如采用金属网时，网格不得大于10㎜*10㎜）。室内电缆沟需采取防水和排水措施。,电箱盖脱落,0
1197,工业/危化品类（现场）—2016版,（二）电气安全,5、漏电保护,2、手持式电动工具、移动电器等设备应优先选用额定剩余动作电流不大于30mA、一般型（无延时）的剩余电流保护装置；潮湿场所的电气设备使用16-30mA动作电流、无延时；在金属物件上作业的手持电动工具使用10mA动作电流、无延时漏电保护开关。,一处插座未安装漏电保护器。,0
1198,工业/危化品类（现场）—2016版,（二）电气安全,3、电气线路及电源插头插座,3、电源插座、电源插头应按规定正确接线。,部分插座老化，已经更换新插座,0
1199,纯办公场所（现场）—2016版,（一）消防安全,1、灭火器材,1、办公场所应按规定配备ABC类干粉灭火器（每50平方米需配备2具4公斤ABC干粉灭火器）。,部分灭火器未按固定位置摆放,0
1200,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,11、消防安全标志的设置情况和完好、有效情况；,消防安全标志损坏,0
1201,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,3、消防设施、器材和消防安全标志是否在位、完整；,已整改,1
1202,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,2、安全疏散通道、疏散指示标志、应急照明和安全出口情况；,应急灯不亮,0
1203,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,1、消防安全重点单位应当进行每日防火巡查，并确定巡查的人员、内容、部位和频次。其他单位可以根据需要组织防火巡查。巡查的内容应当包括：1、用火、用电有无违章情况；,机器安装漏电保护开关,0
1204,商贸服务教文卫类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况。,例行检查时，发现能增加两个灭火器更好，就马上买回两个，已经补充到相应位置。,0
1205,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,2、安全疏散通道、疏散指示标志、应急照明和安全出口情况；,安全疏散指示未整顿好,0
1206,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,安全出口灯坏了,0
1207,商贸服务教文卫类（现场）—2016版,（四）场所环境,1、作业通道,"1、作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",货物较多时会挡住安全通道,0
1208,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,1,1
1209,工业/危化品类（基础）—2016版,（四）安全教育培训,1、员工安全教育及外来人员培训教育,1、制定并实施全员参与的安全教育培训计划，并建立档案。对外来施工、工作和参访人员进行安全教育和安全告知并建立档案。,定期组织员工培训，消防安全培训,0
1210,交通运输类（选项）—2016版,（十）客运码头企业,2、安全管理机构和人员,1、设置安全生产管理机构或配备专职安全生产管理人员。,安全处口为安装,1
1211,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,灭火器未检查,0
1212,工业/危化品类（现场）—2016版,（二）电气安全,3、电气线路及电源插头插座,3、电源插座、电源插头应按规定正确接线。,已更换新的,1
1213,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,安全疏散指示标志    掉落,0
1214,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,安全通道被小推车堵塞,0
1215,商贸服务教文卫类（现场）—2016版,（二）电气安全,2、配电箱（柜、板）,3、配电箱、开关箱内不得放置任何杂物，电器元件不可安装在可燃材料上。,杂物堆放,0
1216,工业/危化品类（现场）—2016版,（二）电气安全,5、漏电保护,1、低压配电线路应根据具体情况采用二级或三级保护，在总电源端、分支线首端或线路末端安装漏电保护装置。,漏电开关损坏,0
1217,商贸服务教文卫类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,仓库一个应急照明灯断电不亮，已经整改完毕。,0
1218,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,照明损坏已修理,0
1219,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,灭火器材未贴定期保养表（已整改贴上定期保养表）,0
1220,商贸服务教文卫类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,物品堵塞消防栓,0
1221,三小场所（现场）—2016版,（一）消防安全,2、消防通道和疏散,1、疏散通道无占用、堵塞、封闭等现象。安全出口不得上锁。,安全门有纸皮箱堵塞，已将纸片移开，使安全出口畅通,0
1222,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,一楼与二楼厂房各有一处应急灯不灯，已马上更换,0
1223,商贸服务教文卫类（现场）—2016版,（二）电气安全,7、临时用电,1、临时用电必须经过审批。,已整改,1
1224,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,2、安全疏散通道、疏散指示标志、应急照明和安全出口情况；,照明灯停电不亮，通道放置物品,0
1225,商贸服务教文卫类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况。,未点检,0
1226,工业/危化品类（选项）—2016版,（三）公共食堂,2、电气与设备,1、厨房电器均应有可靠接地线，电器以及插座应安装漏电保护开关。,车间多处电源线线插板无接地线,0
1227,工业/危化品类（基础）—2016版,（五）安全管理档案,2、安全生产会议记录,1、安全生产会议记录包括：（1）安全生产例会记录。（2）安全生产专项会议记录。（3）安全生产奖惩记录。,安全生产记录不全,0
1228,工业/危化品类（现场）—2016版,（二）电气安全,3、电气线路及电源插头插座,3、电源插座、电源插头应按规定正确接线。,有地方没有地线,0
1229,工业/危化品类（现场）—2016版,（三）机械设备安全防护,1、危险机械设备,1、冲、剪、压机械、木工机械、砂轮机、注塑机械、压痕机、粉碎机、抛光机等危险设备的安全防护装置完好齐全。,一楼机器档护没有安装,0
1230,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,车间,1
1231,商贸服务教文卫类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,应急照明灯出现故障,0
1232,工业/危化品类（现场）—2016版,（二）电气安全,3、电气线路及电源插头插座,3、电源插座、电源插头应按规定正确接线。,车间有一个插座坏了，已现场整改。,0
1233,工业/危化品类（现场）—2016版,（二）电气安全,3、电气线路及电源插头插座,2、无铠装电缆在屋内明敷，水平敷设时，其至地面的距离不应小于2.5m；垂直敷设时，其至地面的距离不应小于1.8m。当不能满足上述要求时应有防止电缆机械损伤的措施。沿地敷设的电缆应穿钢管保护。穿管的内径不应小于电缆外径的1.5倍。,甲类仓库后可燃气体探测器电源线管脱落,0
1234,商贸服务教文卫类（现场）—2016版,（二）电气安全,1、配电房,2、配电房内电缆线应放置在电缆沟内，并应加设盖板。配电柜前后面应放置绝缘垫，其绝缘垫的长度应大于配电柜的宽度。,已整改,1
1235,工业/危化品类（基础）—2016版,（七）应急管理,2、应急演练,1、定期组织应急演练。,新员工没有消防演练培训，存在隐患，园区联合进行消防演习培训，让所有员工掌握消防知识、灭火器的使用等,0
1236,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,3、消防设施、器材和消防安全标志是否在位、完整；,物品挡住灭火器箱,0
1237,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,生产车间按安全出口指示牌数量不够，需加装；,0
1238,工业/危化品类（现场）—2016版,（四）作业环境,1、作业通道,"1、作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",货物堵塞安全出口通道,0
1239,建筑施工类（基础）—2016版,（九）安全检查,1、定期检查,1、日常巡查：工程项目部每天应结合施工动态，实行安全巡查。2、每周检查：总承包工程项目部应组织各分包单位每周进行安全检查。3、每月检查：总承包工程项目部应组织各分包单位每月对照《建筑施工安全检查标准》，至少进行一次定量检查。企业每月应对工程项目施工现场安全职责落实情况至少进行一次检查，并针对检查中发现的倾向性问题、安全生产状况较差的工程项目，组织专项检查。,现场木锯电缆线拖地，未按要求架空。,0
1240,商贸服务教文卫类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,安全出口、疏散通道有堵塞，已经现场移开，保持畅通,0
1241,纯办公场所（现场）—2016版,（一）消防安全,1、灭火器材,2、灭火器应合理分布，固定摆放并定期校验。,2、灭火器应合理分布，无固定摆放并定期校验。,1
1242,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,2、安全疏散通道、疏散指示标志、应急照明和安全出口情况；,收发室前疏散指示灯故障，需更新。,0
1243,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,1、火灾隐患的整改情况以及防范措施的落实情况；,防爆灯掉落,0
1244,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,10、防火巡查情况；,消防巡查记录更新延迟,1
1245,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,3、消防设施、器材和消防安全标志是否在位、完整；,有隐患,1
1246,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,已记录，并完善。,1
1247,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,安全出口，过道有货物堆积。当场已整改。,0
1248,工业/危化品类（基础）—2016版,（六）警示标志与危险作业,1、风险公告,1、对有较大危险因素的生产经营场所和有关设施、设备进行辨识，设置明显的安全警示标志，制定防范措施。,酒精瓶没有告知卡,0
1249,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况；,点检,1
1250,工业/危化品类（现场）—2016版,（四）作业环境,1、作业通道,"1、作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",堵塞消防通道，已整改并告知以后不允许堆放杂物1！,0
1251,商贸服务教文卫类（现场）—2016版,（一）消防检查,2、防火检查,4、灭火器材配置及有效情况。,灭火器材配置及有效情况。,1
1252,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,B2栋二层更换疏散指示灯,1
1253,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,6、其他消防安全情况。防火巡查人员应当及时纠正违章行为，妥善处置火灾危险，无法当场处置的，应当立即报告。发现初起火灾应当立即报警并及时扑救。,货物堆放挡住前门消防灭火器,0
1254,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,安全出口、疏散通道不畅通,0
1255,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,2、安全疏散通道、疏散指示标志、应急照明和安全出口情况；,车间垃圾堵塞安全通道，已整改,0
1256,工业/危化品类（选项）—2016版,（二）仓库,1、一般要求,2、堆垛堆距应符合要求。,堆垛堆距没符合要求。宽度只有1.7米，实际要求宽度为2米,0
1257,商贸服务教文卫类（现场）—2016版,（一）消防检查,1、防火巡查,3、消防设施、器材和消防安全标志是否在位、完整。,消防专用电话损坏,0
1258,工业/危化品类（选项）—2016版,（二）仓库,1、一般要求,2、堆垛堆距应符合要求。,不符合五距要求,0
1259,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,疏散通道不畅通,0
1260,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,应急照明损坏,0
1261,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,疏散通道堵塞,0
1262,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,一楼7号楼梯模板堵塞安全口处，人员无法正常迅速疏散逃生。,0
1263,工业/危化品类（基础）—2016版,（六）警示标志与危险作业,1、风险公告,1、对有较大危险因素的生产经营场所和有关设施、设备进行辨识，设置明显的安全警示标志，制定防范措施。,未在电池仓库内粘贴“严禁烟火 ”标志,0
1264,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,5、消防安全重点部位的人员在岗情况；,    ,1
1265,商贸服务教文卫类（选项）—2016版,（二）餐饮单位,1、餐饮场所操作间,1、灶具与可燃或难燃的墙壁、地板、家具之间应采取有效的防火隔热措施。,灭火器未定期检查,0
1266,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,3、消防设施、器材和消防安全标志是否在位、完整；,货物撞倒灭火器，未及时放置原位。,0
1267,商贸服务教文卫类（现场）—2016版,（四）场所环境,2、通风与照明,1、作业场所通风良好，灯管灯具完好无损。,灯管损坏,0
1268,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,3、消防设施、器材和消防安全标志是否在位、完整；,灭火器已过期，已申请购买新灭火器,0
1269,商贸服务教文卫类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,通道未使用黄色线表明，已经整改,0
1270,工业/危化品类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,春节长假后，后门口的应急照明灯坏了,0
1271,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,1、火灾隐患的整改情况以及防范措施的落实情况；,火灾隐患的整改情况以及防范措施的落实情况不到位,0
1272,工业/危化品类（现场）—2016版,（一）消防检查,2、防火检查,7、消防安全重点部位的管理情况；,1楼PVD区域施工具挡住消防栓,0
1273,商贸服务教文卫类（现场）—2016版,（一）消防检查,1、防火巡查,2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,放有杂物，已清理,0
